ExperimentID,Cohort,SubjectName,SubjectNumber,SessionNumber,SessionType,ExperimentType,Comment,DateTime,LogFileName,Parameters
82,HD,bonnie,8,79.0,test,Test Type 1,CB -T-4 after Rp reinstatement,2023-10-22 11:36:41.453331,Experiment_2023-10-22T11:36:41.453331_bonnie_79_Test Type 1.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
83,HD,apollo,9,10.0,test,Test Type 1,CB T-4 after RP- reinstatement,2023-10-22 12:32:10.229170,Experiment_2023-10-22T12:32:10.229170_apollo_10_Test Type 1.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
84,HD,molly,10,11.0,test,Test Type 1,CB-T 4 after RP-R reinstatement criterion,2023-10-22 13:27:32.965713,Experiment_2023-10-22T13:27:32.965713_molly_11_Test Type 1.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
85,CSU,george,13,1.0,test,Training - fixed,CB-F -1,2023-11-12 19:14:04.462174,Experiment_2023-11-12T19:14:04.462174_george_1.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
86,CSU,jelly,11,1.0,test,Training - fixed,CB F 1,2023-11-12 20:05:19.027763,Experiment_2023-11-12T20:05:19.027763_jelly_1.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
87,CSU,smudge,12,1.0,test,Training - fixed,CB F 1,2023-11-12 20:44:49.282652,Experiment_2023-11-12T20:44:49.282652_smudge_1.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
88,CSU,myrtle,14,1.0,test,Training - fixed,CB F 1,2023-11-12 21:26:14.605122,Experiment_2023-11-12T21:26:14.605122_myrtle_1.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
89,CSU,nix,16,1.0,test,Training - fixed,CB- F 1,2023-11-12 21:55:51.589728,Experiment_2023-11-12T21:55:51.589728_nix_1.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
90,CSU,yoshi,15,1.0,test,Training - fixed,CB F 1,2023-11-12 23:47:07.024641,Experiment_2023-11-12T23:47:07.024641_yoshi_1.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
91,CSU,gio,17,1.0,test,Training - fixed,CB  F 1,2023-11-13 00:39:24.776854,Experiment_2023-11-13T00:39:24.776854_gio_1.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
92,CSU,dusty,18,1.0,test,Training - fixed,CB F 1 ,2023-11-13 01:06:46.118598,Experiment_2023-11-13T01:06:46.118598_dusty_1.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
93,CSU,freya,19,,test,Training - fixed,CB F 1,2023-11-13 01:52:41.875007,Experiment_2023-11-13T01:52:41.875007_freya_nan_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
94,CSU,pumba,21,,test,Training - fixed,CB F 1,2023-11-13 03:05:04.626964,Experiment_2023-11-13T03:05:04.626964_pumba_nan_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
95,CSU,clover,22,,test,Training - fixed,CB F 1,2023-11-13 04:02:49.575872,Experiment_2023-11-13T04:02:49.575872_clover_nan_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
96,CSU,jelly,11,2.0,test,Training - fixed,CB F 2,2023-11-13 04:50:56.054932,Experiment_2023-11-13T04:50:56.054932_jelly_2.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
97,CSU,smudge,12,2.0,test,Training - fixed,CB F 2 Poss= Right ,2023-11-13 05:23:15.688175,Experiment_2023-11-13T05:23:15.688175_smudge_2.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
98,CSU,george,13,2.0,test,Training - fixed,CB F-2 Poss = LEFT,2023-11-13 06:05:07.391993,Experiment_2023-11-13T06:05:07.391993_george_2.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
99,CSU,myrtle,14,2.0,test,Training - fixed,CB F 2- Poss = RIGHT,2023-11-13 06:36:50.258957,Experiment_2023-11-13T06:36:50.258957_myrtle_2.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
100,CSU,yoshi,15,2.0,test,Training - fixed,CB F -2 Pos = LEFT,2023-11-13 07:17:20.615404,Experiment_2023-11-13T07:17:20.615404_yoshi_2.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
101,CSU,nix,16,2.0,test,Training - fixed,CB-F 2 Pos = RIGHT,2023-11-13 07:47:14.435782,Experiment_2023-11-13T07:47:14.435782_nix_2.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
102,CSU,gio,17,2.0,test,Training - fixed,CB F 2 Pos = LEFT,2023-11-13 08:28:59.797750,Experiment_2023-11-13T08:28:59.797750_gio_2.0_Training - fixed.log,"{""CRITERION_TIMEOUT_TRAINING"": 20, ""FEED_DISPENSE"": 20, ""FIRST_TRIAL_DURATION"": 4, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""test"", ""NEGATIVE_RESPONSE_TIMEOUT"": 30, ""N_SUBJECT"": 30, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 5, ""POSITIVE_RESPONSE_TIMEOUT"": 30, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 3, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TEST_TIMEOUT"": 30, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5, ""TRIAL_SOUND_DURATION"": 1}"
