ExperimentID,Cohort,SubjectName,SubjectNumber,SessionNumber,ExperimentType,Comment,DateTime,LogFileName,Parameters
24,HD,mowgli,3,1.0,RPE-A,RP-A 1,2023-10-11 11:39:20.579879,Experiment_2023-10-11T11:39:20.579879_mowgli_1_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.7, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
25,HD,teddy,4,1.0,RPE-A,RP-A 1,2023-10-11 12:00:06.668934,Experiment_2023-10-11T12:00:06.668934_teddy_1_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.8, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
26,HD,dodge,5,1.0,RPE-A,RP A 1,2023-10-11 13:52:55.743621,Experiment_2023-10-11T13:52:55.743621_dodge_1_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.8, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
27,HD,filly,6,2.0,RPE-A,RP A 2,2023-10-11 15:52:28.784770,Experiment_2023-10-11T15:52:28.784770_filly_2_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.85, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
28,HD,dougie,7,1.0,RPE-A,RP A 1,2023-10-11 16:26:23.020796,Experiment_2023-10-11T16:26:23.020796_dougie_1_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 0.85, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
29,HD,bonnie,8,56.0,RPE-A,test,2023-10-11 16:49:26.273343,Experiment_2023-10-11T16:49:26.273343_bonnie_56_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
30,HD,bonnie,8,58.0,RPE-A,RP A 1,2023-10-11 16:56:09.875604,Experiment_2023-10-11T16:56:09.875604_bonnie_58_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
31,HD,bonnie,8,59.0,RPE-A,test,2023-10-12 09:26:56.784402,Experiment_2023-10-12T09:26:56.784402_bonnie_59_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
32,HD,bonnie,8,63.0,RPE-A,test,2023-10-12 10:33:29.340136,Experiment_2023-10-12T10:33:29.340136_bonnie_63_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
33,HD,bonnie,8,64.0,RPE-A,test,2023-10-12 11:28:02.439455,Experiment_2023-10-12T11:28:02.439455_bonnie_64_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
34,HD,bonnie,8,65.0,RPE-A,test,2023-10-12 11:36:04.060857,Experiment_2023-10-12T11:36:04.060857_bonnie_65_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
35,HD,ash,2,4.0,RPE-A,RP-A 1,2023-10-12 11:44:32.961013,Experiment_2023-10-12T11:44:32.961013_ash_4_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
36,HD,ash,2,5.0,RPE-A,RP A -2,2023-10-12 12:35:34.587679,Experiment_2023-10-12T12:35:34.587679_ash_5_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
37,HD,mowgli,3,2.0,RPE-A,RP-A 2,2023-10-12 13:04:00.671875,Experiment_2023-10-12T13:04:00.671875_mowgli_2_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
38,HD,atom,1,1.0,RPE-H,Rp H 1 Windy,2023-10-16 09:48:06.134122,Experiment_2023-10-16T09:48:06.134122_atom_1_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
39,HD,ash,2,6.0,RPE-A,RP-A 3,2023-10-16 10:14:09.991661,Experiment_2023-10-16T10:14:09.991661_ash_6_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
40,HD,mowgli,3,3.0,RPE-A,"RP-A 3 Very windy, gusty",2023-10-16 11:08:00.822837,Experiment_2023-10-16T11:08:00.822837_mowgli_3_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
41,HD,teddy,4,2.0,RPE-A,RP- A 2 Very windy,2023-10-16 11:54:16.067711,Experiment_2023-10-16T11:54:16.067711_teddy_2_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
42,HD,dodge,5,2.0,RPE-A,RP- A 2 windy,2023-10-16 12:41:05.124659,Experiment_2023-10-16T12:41:05.124659_dodge_2_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
43,HD,filly,6,3.0,RPE-A,RP-A 2 DELAYED BY WEATHER ON !! O!@!@OC,2023-10-16 15:14:47.749133,Experiment_2023-10-16T15:14:47.749133_filly_3_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
44,HD,dougie,7,2.0,RPE-A,RP - A 2 windy,2023-10-16 16:00:38.503735,Experiment_2023-10-16T16:00:38.503735_dougie_2_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
45,HD,bonnie,8,68.0,RPE-A,RP - A 2,2023-10-16 16:55:54.839279,Experiment_2023-10-16T16:55:54.839279_bonnie_68_RPE-A.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
46,HD,atom,1,2.0,RPE-H,RP-H 2 windy,2023-10-17 09:42:51.051301,Experiment_2023-10-17T09:42:51.051301_atom_2_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
47,HD,ash,2,7.0,RPE-H,RP- H -1 windy a bit,2023-10-17 10:08:46.553478,Experiment_2023-10-17T10:08:46.553478_ash_7_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
